EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0526,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,MEASURE PAD OPENING
valid_0527,DEPOSIT BARRIER METAL,EXPOSE LITHO LEVEL 3,IMPLANT N-TYPE,DEPOSIT TUNGSTEN SEED,MEASURE VIA CD
valid_0528,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,OPEN BOND PAD WINDOW
valid_0529,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0530,CURE PASSIVATION,BACKSIDE ANNEAL,DENSIFY DIELECTRIC,DENSIFY OXIDE,ANNEAL METAL 1
valid_0531,DEPOSIT BARRIER METAL,MEASURE VIA CD,EXPOSE LITHO LEVEL 3,SPIN COAT PHOTORESIST,DEPOSIT TUNGSTEN SEED
valid_0532,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,CLEAN PAD OPENING,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC
valid_0533,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEVELOP PHOTORESIST,CURE PASSIVATION,ANNEAL METAL 1
valid_0534,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,CLEAN PAD OPENING,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0535,DEPOSIT BARRIER METAL,MEASURE VIA CD,SPIN COAT PHOTORESIST,DEPOSIT PASSIVATION,DEPOSIT TUNGSTEN SEED
valid_0536,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,DEPOSIT PASSIVATION LAYER,DIELECTRIC ETCH VIA,DEPOSIT PASSIVATION
valid_0537,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,DEPOSIT TOP METAL
valid_0538,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,CLEAN PAD OPENING,OPEN PAD WINDOW
valid_0539,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,OXIDE STRIP,DENSIFY OXIDE
valid_0540,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,FINAL PARTICLE INSPECTION,OPEN PAD WINDOW LITHO,FINAL CD INSPECTION
valid_0541,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0542,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW
valid_0543,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 2,VIA INSPECTION
valid_0544,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW
valid_0545,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,EXPOSE LITHO LEVEL 3,SPIN COAT PHOTORESIST
valid_0546,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0547,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,ALIGN MASK LEVEL 3
valid_0548,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,PACKAGE PREPARATION
valid_0549,DEPOSIT TUNGSTEN SEED,SURFACE PREP FOR DEPOSITION,FILL VIA TUNGSTEN,EXPOSE LITHO LEVEL 3,DEVELOP PHOTORESIST
valid_0550,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,CLEAN PAD OPENING
valid_0551,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,CLEAN PAD OPENING,CLEAN AFTER POLY ETCH
valid_0552,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,SPIN COAT PHOTORESIST
valid_0553,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE VIA RESISTANCE,DEPOSIT TOP METAL
valid_0554,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0555,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,HARD BAKE,VIA INSPECTION
valid_0556,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO,CURE PASSIVATION
valid_0557,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE LINE WIDTH,MEASURE CD LEVEL 2,MEASURE VIA RESISTANCE
valid_0558,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0559,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,VIA INSPECTION
valid_0560,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW,EXPOSE LITHO LEVEL 2,OPEN BOND PAD WINDOW
valid_0561,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0562,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,FINAL PARTICLE INSPECTION
valid_0563,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,CLEAN AFTER POLY ETCH
valid_0564,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,YIELD ANALYSIS
valid_0565,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0566,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,VIA OPENING INSPECTION,DEVELOP PAD WINDOW
valid_0567,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,CLEAN AFTER VIA ETCH
valid_0568,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0569,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0570,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,STRIP RESIST,STRIP PHOTORESIST
valid_0571,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0572,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,CURE PASSIVATION,PAD WINDOW LITHO
valid_0573,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0574,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0575,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,CMP METAL
valid_0576,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0577,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,SURFACE PREP FOR DEPOSITION,ALIGN MASK LEVEL 3
valid_0578,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW
valid_0579,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0580,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,EXPOSE LITHO LEVEL 2,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0581,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,SURFACE PREP FOR DEPOSITION
valid_0582,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,SPIN COAT PHOTORESIST
valid_0583,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS
valid_0584,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0585,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,VIA ETCH,VIA ETCH THROUGH DIELECTRIC
valid_0586,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,EXPOSE LITHO LEVEL 2,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS
valid_0587,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0588,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW
valid_0589,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,MEASURE PAD OPENING,FILL VIA TUNGSTEN
valid_0590,CURE PASSIVATION,BACKSIDE ANNEAL,DENSIFY DIELECTRIC,DENSIFY OXIDE,ANNEAL METAL 1
valid_0591,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,HARD BAKE
valid_0592,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0593,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,VIA ETCH,MEASURE VIA RESISTANCE
valid_0594,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0595,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0596,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0597,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,ALIGN MASK LEVEL 3
valid_0598,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,FINAL PARTICLE INSPECTION,DEVELOP PAD WINDOW
valid_0599,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 3,SURFACE PREP FOR DEPOSITION,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
valid_0600,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW,OPEN PAD WINDOW
